Agency,EffortID,SampleDate,SampleYear,WFMU,Site,GearType,MonitoringType,Species,SampleID,Length_mm,Weight_g,Sex,Maturity,FinalAge,FinalAgeStructure,SampleType1,SampleType1ID,Comment,BoxNo
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-87,504,1170,M,M,6,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-94,487,950,M,M,6,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-01,525,1160,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-02,478,890,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-05,441,670,F,U,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-07,495,1180,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-100,487,840,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-13,498,1060,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-14,465,1030,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-21,475,900,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-24,511,1220,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-28,452,740,F,I,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-34,442,720,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-35,477,980,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-39,437,670,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-40,488,1060,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-46,429,660,F,I,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-54,450,700,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-55,458,840,F,I,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-58,550,1600,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-59,552,1210,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-60,438,640,F,I,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-63,460,810,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-64,469,890,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-65,441,660,F,I,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-67,478,910,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-71,502,1220,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-73,465,940,M,I,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-75,491,1020,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-80,485,1050,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-85,456,860,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-86,545,1460,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-88,505,1090,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-89,472,880,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-90,470,900,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-92,538,1630,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-95,515,1270,F,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-97,473,900,M,M,5,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-19,595,910,F,M,4,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-48,450,810,M,M,4,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-50,441,790,F,I,4,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-93,465,880,M,M,4,,,,,25
MIDNR,5105,9/9/2014,2014,WFM06,Leland,large mesh trap net,Commercial,LWF,5105-98,442,750,M,M,4,,,,,25
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-17,545,1780,M,M,21,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-31,518,1210,M,M,21,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-06,652,2620,M,M,20,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-21,557,1500,M,M,20,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-13,575,2070,M,M,19,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-58,557,1570,F,M,19,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-59,592,2270,M,M,19,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-29,512,1230,M,M,18,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-63,563,1640,M,M,17,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-37,531,1330,M,M,16,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-44,563,1770,F,M,15,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-46,603,2020,M,M,15,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-64,576,2170,F,M,15,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-11,560,1590,M,M,14,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-70,542,1540,F,M,14,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-15,536,1330,M,M,13,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-22,577,1560,M,M,13,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-40,521,1130,M,M,13,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-42,541,1300,M,M,13,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-52,509,1240,M,M,13,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-03,581,2160,M,M,12,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-12,621,2320,F,M,12,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-32,633,2560,F,M,12,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-67,603,2120,M,M,12,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-14,567,1880,F,M,11,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-45,537,1440,M,M,11,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-71,564,1630,M,M,11,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-33,584,1710,M,M,10,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-47,587,1890,M,M,10,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-66,547,1420,M,M,10,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-72,508,1400,M,M,10,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-01,637,2730,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-16,596,1050,F,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-23,431,750,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-26,447,910,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-30,516,1280,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-38,522,1300,F,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-48,531,1220,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-55,547,1500,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-56,461,870,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-60,536,1460,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-61,492,1080,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-65,556,1640,F,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-69,537,1600,M,M,9,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-05,596,1220,M,M,8,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-08,472,910,M,M,8,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-19,480,1150,F,M,8,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-24,481,970,M,M,8,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-25,571,1930,F,M,8,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-39,477,920,M,M,8,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-54,490,1090,F,M,8,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-68,490,1020,F,M,8,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-09,548,1580,M,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-27,596,1180,M,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-28,615,2360,M,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-34,494,1210,M,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-35,445,800,M,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-36,491,940,M,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-43,448,850,M,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-49,471,900,M,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-50,552,1780,F,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-51,457,910,F,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-53,496,1100,M,M,7,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-04,462,1010,F,M,6,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-18,475,970,M,M,6,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-20,546,1660,M,M,6,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-62,491,1070,F,M,6,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-07,486,1120,M,M,5,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-10,460,860,M,M,5,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-41,487,1210,F,M,5,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-57,474,980,M,M,4,,,,,26
MIDNR,5110,7/17/2015,2015,WFM06,Leland,large mesh trap net,Commercial,LWF,5110-02,546,1640,M,M,,,,,,26
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-77,515,1170,F,M,21,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-48,593,1940,M,M,15,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-50,568,1710,M,M,14,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-57,597,1720,M,M,14,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-64,524,1350,M,M,13,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-23,510,1260,M,M,11,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-01,578,1690,M,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-03,537,1440,M,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-14,548,1450,F,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-15,525,1350,M,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-16,504,1120,M,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-18,515,1190,M,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-20,519,1260,F,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-29,542,1430,M,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-37,590,2080,F,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-38,493,970,M,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-43,519,1130,F,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-51,580,2060,F,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-55,520,1240,F,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-69,515,1340,F,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-73,498,1010,M,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-74,496,1090,M,M,9,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-02,503,1140,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-04,499,1110,F,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-05,488,1010,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-19,605,2030,F,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-27,474,860,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-28,519,1170,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-30,489,1070,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-34,533,1420,F,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-35,515,1200,F,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-44,484,1030,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-49,524,1110,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-52,530,1230,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-56,488,940,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-59,509,1000,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-78,508,1170,F,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-79,578,1630,F,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-80,518,1150,M,M,8,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-06,568,1800,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-07,487,990,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-08,505,1070,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-09,550,1760,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-12,515,1330,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-13,574,1650,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-17,515,1300,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-21,478,920,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-22,512,1120,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-31,525,1210,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-33,560,1660,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-36,470,910,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-39,500,1330,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-40,490,920,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-41,545,1430,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-42,603,2100,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-45,491,1050,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-46,460,910,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-47,485,1140,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-53,468,960,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-63,476,920,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-65,486,1100,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-66,568,1750,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-67,484,1020,M,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-71,542,1550,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-75,522,1330,F,M,7,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-10,529,1200,M,M,6,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-11,530,1260,F,M,6,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-58,495,1230,F,M,6,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-24,537,1470,F,M,5,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-26,448,870,F,I,5,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-32,460,760,M,I,5,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-60,465,890,M,M,5,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-62,463,920,F,I,5,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-68,490,1180,F,M,5,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-70,474,1040,M,M,5,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-72,517,1140,M,M,5,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-25,438,750,F,I,4,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-54,454,790,F,I,4,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-61,444,760,F,I,4,,,,,27
MIDNR,5121,6/17/2016,2016,WFM06,Leland,large mesh trap net,Commercial,LWF,5121-76,485,960,F,I,4,,,,,27
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-47,553,1370,M,M,24,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-20,585,1750,M,M,22,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-54,605,2450,M,M,21,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-37,573,1690,M,M,20,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-40,582,1950,M,M,20,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-41,592,2010,M,M,20,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-05,590,1970,F,M,18,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-28,599,1950,F,M,18,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-46,652,2660,M,M,18,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-61,586,2000,F,M,18,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-01,602,2120,M,M,17,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-44,562,1770,M,M,16,,,,,28
MIDNR,5125,6/9/2017,2017,WFM06,Leland,large mesh trap net,Commercial,LWF,5125-51,620,2080,M,M,16,,,,,28
